IdMin,IdMax,Index,TableOffset,Text 
100010,100086,100010,1064,"③"
100010,100086,100011,1068,"④"
100010,100086,100012,1072,"①"
100010,100086,100013,1076,"②"
100010,100086,100020,1080,"L2R2（未作成）"
100010,100086,100021,1100,"⑩"
100010,100086,100022,1104,"⑧"
100010,100086,100030,1108,"L1R1（未作成）"
100010,100086,100031,1128,"⑨"
100010,100086,100032,1132,"⑦"
100010,100086,100040,1136,"⑯"
100010,100086,100041,1140,"⑥"
100010,100086,100050,1144,"⑰"
100010,100086,100051,1148,"⑱"
100010,100086,100060,1152,"⑪"
100010,100086,100061,1156,"⑫"
100010,100086,100070,1160,"①"
100010,100086,100071,1164,"②"
100010,100086,100080,1168,"㊤"
100010,100086,100081,1172,"㊦"
100010,100086,100082,1176,"㊧"
100010,100086,100083,1180,"㊨"
100010,100086,100084,1184,"⑮"
100010,100086,100085,1188,"⑭"
100010,100086,100086,1192,"⑤"
100100,100100,100100,1196,"⑥"
200001,200001,200001,1200,"DARK SOULS"
